height,shift,merit,gaplen,difficulty,time_utc,adder,startprime
1402913,134,30.276293,8178,21.848212,2021-03-31 17:05:08,6.988514736712847e+39,2033736523511828393155678816040042521566382532513847833223144774417461747809229084075629180804145375829312802608178291
1410440,256,30.172496,10696,22.374723,2021-04-13 02:02:47,6.198281315788629e+76,9020679207554037127143008468841016714981343822960569017281543123400700619385627099928015766796551026185034688314071802027812288506782363307439305635952713
1411959,64,31.519798,6970,22.281807,2021-04-15 13:42:09,3678121349,1086203525130492918541485988647988579241978377347604141490528343426040074686301392560978025753989
1412867,64,30.669803,6788,22.338612,2021-04-17 01:28:33,3240686655,1319191525235578514355401335145112204807352611970679983289113272771015496937687720610018464691263
1419496,25,30.136302,5860,22.396743,2021-04-28 01:46:19,22577723,2808703887743593480675886966094352930452706306503183331520265251495108574225540612667
1420016,27,31.594990,6186,22.393257,2021-04-28 22:08:03,7713753,10733691100173421240685570531411447423949122744625916243835116560873149605890414195673
1423189,1024,31.767181,28168,22.335206,2021-05-04 01:53:22,5.345812889680436e+307,12287698856021628501449157206449548490592075535171601681720364516185043037310738786729783262231669242587960767801532559191822894350417677869008289001104736697027363165293108367421135384670870018406914791328644493079280036303492385900929187557141468962040478582938175966212878522885883385053360649336176945293076102632678730719278753605973529212264927990035104395930584175930556618618833
1424506,1022,31.215551,27644,22.354996,2021-05-06 05:18:28,3.1881697412774824e+307,4021114343223697707422303667098915655946374082834732165920852858001119138760391716928495517591313023656535060886307077361905273595681025594694435318262437335478584288633947264091194013309777601492656497716772659677286198382895444253100542333088616344570215485306015872899376812943636943635748350625676432086890454644112402164692886816380842457983069277903056298602682771514364829806839
1425449,64,30.226770,6702,22.587331,2021-05-07 17:16:27,71174203,1965642477046926110726002776888678818697415084598199962156454035253028554396666634966191765850171
1428904,64,30.112165,6678,22.355833,2021-05-13 09:10:51,2678900553,2059912928390620248395784654938395774220886067693298035984254913572354302729173640245224869250889
1429168,64,31.089527,6886,22.360578,2021-05-13 19:00:29,2100106235,1554580364048744535422448054504079750182235123178471244024702416535329579940004435063829183665147
1437361,32,30.165590,6006,22.401405,2021-05-27 08:38:56,3052271709,294089071007447894905428834334064762317263454946019519403098519409823953749542792198237
1440274,32,30.146737,6006,22.623190,2021-06-01 05:10:51,836031033,333082646846601874086381753534668216988531584024772862139678605847124436120994512687673
1440815,256,31.997660,11352,22.323894,2021-06-02 04:42:31,1.0589532328704452e+77,11946317459149763838829962480040497523848263250447975468393870321003998070857813326047891492377900996508489893614941135477874138946627836065399230325193777
1440986,32,30.765492,6126,22.408214,2021-06-02 11:09:33,2754941,299480541300720000376850731000131778503654588598110526471584761766371584150589231729021
1442267,32,30.720264,6114,22.276760,2021-06-04 14:34:55,7246065,271667903251278239564421884198150123666066886535797283909174847752208368047002189992177
1442422,32,31.488850,6282,22.216477,2021-06-04 20:55:27,1892996991,437921090600498478759814385106773593868985751184200445539891474654138526521192508348287
1443821,24,30.599969,5936,22.589772,2021-06-07 03:05:26,4035327,1768231251581324711541871772878067423501249183257921497280974443455915601212729037567
1448956,32,30.814148,6150,22.363350,2021-06-15 16:49:17,23854091,476514076077981221508260664461047813346970248466461774424693684324236995301735599438859
1449019,25,30.391764,5912,22.414111,2021-06-15 19:08:31,5031633,3032040043657115557032894049827381527789730526236718651611499504173926932262274516689
1449757,25,30.189865,5866,22.570242,2021-06-16 23:40:10,18404241,2426548123165198861174206658213862908663770325818537610151531085692703129352126649233
1452064,508,30.340921,16066,22.773587,2021-06-20 21:14:38,5.188323433859904e+152,92434829419077408467380070649154005941873910443421858004704617951829685347892010525927836031535274705852417101183576142623355987971031534397098839951838618230007042579653326195836816624390103965962067218361260941937604626538432843
1453913,32,30.215484,6020,22.757456,2021-06-24 00:24:43,321989911,336449683398472047883363583853668906519257472891551724911519730321415633007906777017623
1454038,39,33.568251,6860,22.716625,2021-06-24 05:41:40,32852561,56535140048367774500318013889333655907050668587429892412277894149906614671127631875099217
1454142,32,31.275622,6242,22.589206,2021-06-24 10:28:23,1336594769,474951948273174593425914351969848283148934213726297757335118935020758867356377156342097
1454816,25,30.256512,5886,22.649459,2021-06-25 13:40:50,2360957,3063275578346955422181176361476592440724365515673012012391293009578747435802152928893
1454899,32,30.246546,6024,22.624981,2021-06-25 17:09:11,822730047,312963683754734164325883933128006301386382545862659744511894719625299773761078946291007
1455456,508,30.419046,16090,22.631058,2021-06-26 15:43:40,7.535286593313897e+152,52222796456818631324527364714202065236525679093936521175057398922336593550642851001218725970024590329131413128918754001323458576536044593501264217689449964010946247713235427887788903307021929013425219399005734022999808430391728191
1462936,64,31.291001,6930,22.406557,2021-07-09 06:27:24,588722135,1523874585963050223679360004710145707350549062512346536763839288220388056472512227262546788691927
1463512,25,32.583296,6324,22.447863,2021-07-10 05:27:38,26215879,1954301481143487112522012215546503913387808482299340936591301836226613341756293383623
1467650,64,30.043872,6650,22.513746,2021-07-17 04:29:04,2737521667,1342862930231083480304304735189746667843763378174639901390120018203039943103401604682375576110083
1470530,32,30.487271,6076,22.316634,2021-07-22 00:53:08,16052193,357503413146401955838925678779301949954121748009018135743835963753501581056571230973921
1471736,32,32.410685,6468,22.637654,2021-07-23 23:04:45,2356178513,467157836047145405455785905763181994575984569149683945676197322846867841569244595646033
1472222,25,30.574453,5950,22.443025,2021-07-24 19:18:45,18328549,3286310436039557074539800286457551403312607880368916225537091260051105827938450779109
1473777,25,30.513023,5940,22.360575,2021-07-27 09:16:17,532619,3503728121781713088399907998070333953929793879788975711610528709428743203427092799627
1475895,32,30.315696,6048,22.177363,2021-07-31 00:37:10,1607658827,438546265567623653153535424589693190774609534463892028094159963304651413270450991721803
1478674,162,32.773681,9480,22.090525,2021-08-04 18:07:23,27786729,419273919172688269842462913263163278691710186932777005479395969172492677157489542484868720552145839795523975591364332171558377
1482015,25,30.053930,5848,22.344207,2021-08-10 10:01:03,23391589,3210379604476181419409531822848441241426955676676743026000375330229801339354435874149
1482575,508,30.150809,15960,22.515681,2021-08-11 08:23:31,6.034187077920929e+152,77449241608163782068525504837478687954354981261149207387210486449584500418397042852922571442175789503901747287582805878991877915050581820686077694789797162619981189779336618142529252240216065008610511823256606745470031820485148589
1488419,32,30.756913,6136,22.021108,2021-08-21 11:14:40,1619127867,438217916647061548931670154815231303095362035978427078823398699194841511880415959445051
1501648,64,31.781274,7030,21.975960,2021-09-12 18:05:23,3716582501,1163311194868809935108327833206511060219291836621304244937797133839523468815281317071443754126437
1501804,25,30.424812,5922,22.097377,2021-09-13 00:05:12,5206735,3409684172828266196691017685787641931894512470587723027345483869892136552442119549647
1505634,25,30.185622,5862,21.895838,2021-09-19 13:16:23,28559567,2184243439402562778479603530929174955409729489315469790906872712447959532611638118607
1509953,64,31.380162,6944,21.729702,2021-09-26 21:09:57,53048425,1268879746856024398029043422098602765676376327316470675377343907545796579118019225078350463202409
1515335,25,30.292524,5898,22.018565,2021-10-05 23:02:39,29902307,3612352738702974351140768840691742703470098629703553655442081650593327057422476920291
1518905,32,30.557468,6096,21.948427,2021-10-12 02:11:14,268167109,435207806121677149114086214110024949123921788470238504334058622131292559645749047715781
1524058,32,30.447496,6060,21.911150,2021-10-20 19:17:10,19626119,274237590771607965233033472483050519617675370453740949011713542234192147898037193898119
1524448,64,30.522663,6754,21.969494,2021-10-21 10:52:21,349739199,1258639968952630952124636296045586054354151961889994695154190757146015918255178877718423573928127
1525169,32,30.108404,6006,22.070238,2021-10-22 16:41:59,5268131,429251626413821254349300335889049546977103333408296761838256274009149506924514211029667
1529936,32,30.097967,6004,21.899237,2021-10-30 19:30:23,3187028247,430420008067965295653510541034765402910445417305061628313256291559511094297416722428183
1530555,32,30.022022,5978,21.991277,2021-10-31 19:44:51,23676825,299870070671112963809931462194940991785417668889221129161855981322128728244163130771353
1532574,64,30.689532,6788,22.054813,2021-11-04 04:59:34,1993552703,1144244435991857569754740726246400884122579677955890813474237256417032329956539959737794803479359
1535534,25,30.325364,5898,22.035257,2021-11-09 03:52:46,19363067,2925622221436055960498494012343260966116764045014976423700049160509276048232253191419
1538337,32,30.654726,6102,21.975190,2021-11-13 20:11:17,5309329,281074097717193676363776945137543767241885120890427346759454619405471777705479428440977
1540554,25,30.503169,5940,21.948833,2021-11-17 13:36:43,6730455,3731164430638614404360348606487769976439994652291740993594965014979592911710931301079
1547233,64,30.902229,6852,21.952485,2021-11-28 16:14:21,736057093,1980625080440770434826234512981628462363981468015993936584818249883520635536996405755818727659269
1553461,25,30.939938,6010,21.927876,2021-12-09 04:51:08,29786239,2293710695788667746861393403608067263542242176544236913780424826378267854641362796671
1554758,32,31.438805,6264,22.099612,2021-12-11 09:23:45,14172327,339361541753014916456741237336765484155328126357426058565773314743830426426553400836263
1557033,64,31.133098,6900,22.022347,2021-12-15 06:35:03,2387893925,1787674234296177545494152785412121724364359932155417247740470654593043760653999485965423233752741
1560333,25,30.094339,5856,21.843259,2021-12-20 20:14:07,1917977,3225033972115883408623509687461577422737610680221519272026492911785624743721490531353
1561177,64,30.833740,6830,21.859469,2021-12-22 05:21:20,720405133,1587913448282596302226224709478129149621455713911999473062271409671183748781569076085401140101773
1571056,25,30.527702,5944,22.017497,2022-01-07 13:19:48,972519,3637326694640577203266237782222991028340640949323554645984193745331729489573790537447
1574947,34,31.942710,6406,22.026919,2022-01-13 21:50:58,11188235,1248117934542514690613059897172359917199511910979056040099739566577777626289020431153163
1575190,64,30.447668,6750,22.043173,2022-01-14 07:22:27,186398101,1903479347873051693429398445256129115633580470869760349801823160748185060859288664216732385949077
1577314,64,30.195150,6696,22.128503,2022-01-17 18:03:54,2847469801,2032566260292573764876530388019936638707573275807521380386031855382154266006706847851538628014313
1588933,32,30.559599,6098,21.979630,2022-02-06 03:36:29,3281579,458223250106187323052376282265783256575105100735964857370816710748467445491323693568683
1589894,25,30.482431,5922,22.062183,2022-02-07 18:09:00,19439957,2360075966174699084770195097321598711140771450422811558407156161831613649835390443861
1597224,1023,32.124926,28470,21.882115,2022-02-19 23:29:16,3.3103265827117474e+307,7652548773453109403016660542466408869254570452408124070682530979725567665994940042625983567224245501284776896576773456258574084351542530482181217563896753011497847780742563917797183985953562173127537085049568888699427754322041161679476207734662342692954848393977730336418041280185792195856690113585507786714003778281126269256821702196491089952043809217171993780084452369806027567715157
1600876,64,30.397439,6740,21.870016,2022-02-25 22:29:46,1426444453,1975930846434355651938808254288242499993044359530990680236470230937491628131699466629114960924837
1606210,64,31.749998,7038,21.957361,2022-03-06 15:47:08,3568597411,1861046235015556575625168017341233797750027897564787191838717909696451585440033406966911659702691
1608386,64,30.382216,6722,22.154991,2022-03-10 03:26:56,195012903,1221014571473472071034457330177071577493370546035670755726551390932473269235475326939014847506727
1608716,64,30.338286,6712,22.101200,2022-03-10 16:38:49,2784376165,1209776897646308994516472710930218278995484142638226047479178961061233079312418832867701061727589
1617708,25,30.677504,5964,22.415439,2022-03-26 06:08:31,22419045,2697735613534303705181800723653062699915253773583359499836570666535015941448400246373
1618230,32,31.252387,6230,22.522560,2022-03-27 03:31:45,16921265,375261560440674804957206033739567066013454187517632779220488429293785743561569677226673
1619685,64,30.171200,6690,22.377646,2022-03-29 17:27:57,909554647,1986683508827070574395838688082797359974145437952445810196342596198155964586783522380222320522199
1619748,32,30.242110,6028,22.431794,2022-03-29 19:51:39,510186625,367811443281447061718772753976766964484191852828680661300467100832270964138480272725121
1620557,64,30.188625,6686,22.468449,2022-03-31 04:26:23,2196394001,1531088164930687303911784946276291291247512366665336995046538386829041023219853904920877829083153
1624498,64,30.352859,6724,22.450571,2022-04-06 20:24:4,3683632465,1615365623163563423851254599522743997998063603861442663975938890581621994294454474340548274537809
1631450,32,31.432157,6268,22.427544,2022-04-18 12:39:4,418528347,402006601017306829404231581514998703077218992424436830105600695084753679212959742704731
1631477,32,32.537583,6490,22.447220,2022-04-18 13:35:2,245602643,421787169316446962628721874946055408413957123759989685935736119529077804764150221740371
1634124,64,30.006460,6640,22.497099,2022-04-23 01:27:3,2157053187,1268096772314198943014695841105215587420542147351232636118965777361779368587230350682597885084931
1634694,64,30.702807,6806,22.357708,2022-04-24 01:23:3,3286070689,1868949987912010197508039299960766840261937365356794895467923906721464931236664903060468338095521
1638017,32,30.090736,6000,22.216417,2022-04-29 15:52:3,2765223215,395348078552917031859948469372536558810894654415377856163427552972682378784180494529839
1639569,25,30.487771,5928,22.075282,2022-05-02 06:45:2,27009125,2777276735716229183667304920574059005521525213162933368352884269716518840066010521701
1641385,64,30.827665,6824,22.022221,2022-05-05 08:20:0,2003386543,1365399660156635512562507887440849510426268504570897726810541540963622129414413766266544754081967
1642289,32,30.328647,6036,22.200209,2022-05-06 20:31:1,11569199,271132627900992348415157082637858856504646335954325331483730568541760161348830513629231
1642396,32,30.342760,6046,22.397514,2022-05-06 23:55:1,3540207963,343644424289708916711024959023863718480753612912864864519103008968675266048976906045787
1649038,25,30.892847,6006,22.379246,2022-05-18 04:39:4,22406391,2709560297101513089617427159934323198050460142154868869409190460837369465306787210487
1649566,32,30.124876,6010,22.473061,2022-05-19 01:53:2,1179941067,439548602861884387145731342762814544827348293861678897860358189127774581928350622972107
1649982,64,30.612709,6786,22.463141,2022-05-19 19:00:1,2043662125,1867254272231272848323611686276975508786702510093379033991123899138435963829165255364308479495981
1653002,64,30.745033,6806,22.511590,2022-05-24 22:25:1,1425226231,1378399949272694064790430894648027565574000955342819369144773357295264938480881857577335196432887
1654484,32,30.810380,6130,22.529307,2022-05-27 11:29:0,2711951921,255130990601992483233040493971439542985853300180855633721953453826549229215792668940849
1657196,32,30.519395,6084,22.330023,2022-06-01 06:22:5,3555008907,376717027920043652643146770818863053919419995810668486215753848730733392857021773324683
1659253,32,30.693232,6112,22.296054,2022-06-04 21:00:3,867294789,303292762785041915909521708658368335265616840563909998877660508846235662032688473300549
1662753,64,31.083467,6882,22.604039,2022-06-10 22:23:1,2787442545,1427190713734898273717210222482912889869184326645770061984068666299576205265614221027233520484209
1664474,32,30.357031,6042,22.564256,2022-06-13 21:28:4,3859389299,274286692450885944161096020212293072321727004459198515995035043996097895129917352942451
1667958,25,31.142893,6062,22.341091,2022-06-19 23:32:0,14509623,3434956908876340878853944101621522624139459906135579625085019389174994344082480653879
1671629,25,30.577009,5950,22.209060,2022-06-26 10:19:4,5753325,3233300457605865627300518984103543624161926347182856692496783032839819711126787574253
1676084,25,31.064132,6048,22.451756,2022-07-04 00:57:0,4325595,3585332062377791679399610188054542011826417833452429646598458684255918848528877748443
1679160,64,30.157496,6670,22.328238,2022-07-09 07:19:0,2490907155,1132063475521014634638423707544742117059740468797311132525051518818962845119294606195992517163539
1679351,32,30.266419,6030,22.567545,2022-07-09 13:52:3,1566588665,334808857943159216473310019483451875956725082414359421338920706787572070908079093333753
1682444,64,30.513196,6766,21.762638,2022-07-15 05:55:0,3739253187,1997621906549483879651320495652963962266672939556479670260767434162639686294407796664580488329667
1692528,25,30.750007,5974,21.466995,2022-08-01 21:34:4,22742597,2361350439276558570542932080471341046364395730623475121683562951192688870474720675397
1701187,32,30.115331,6010,22.523927,2022-08-16 09:38:0,1757981227,468238595038694976611388724405145971577995009757806431105318926628349708198691931204139
1703301,32,30.833818,6142,22.432524,2022-08-20 02:07:2,100481885,323668307032118213668826655897314558057025918608148461980901751817026194032499275676509
1703484,32,30.760196,6132,22.568182,2022-08-20 08:36:0,3686504615,376677707202514586735462313497844980892216314204236972130508522057383177688044168517799
1707511,64,30.368513,6728,21.595480,2022-08-27 11:10:3,282676927,1643929982007127510203328938832008603787055234198232438770801906469718229972079716303543882829503
1714698,25,30.183098,5874,21.629406,2022-09-09 00:11:1,29825427,3303832674077931837917742511704510464446445964127535740896293712631610649078665779603
1720313,64,30.275636,6708,22.176889,2022-09-18 17:13:4,2409614311,1675524324044820514002082157962744944277616723599565686490305113011833511544601980350635542825959
1721217,64,31.003321,6870,22.366922,2022-09-20 06:27:0,1668162827,1717719890953446303839039921444468273073181502944769313021180699796792159960647575028637312623883
1729283,64,30.314913,6710,21.883896,2022-10-04 11:31:3,1173743853,1343172669731598365476466622372532481077908764957347316046551598175192518727403062360816395610349
1730236,32,30.251215,6036,21.729164,2022-10-06 05:09:2,455758283,451252697687391530680678500117250970887143339911635065040162254273159786383528835043787
1740699,32,30.639419,6096,22.086010,2022-10-24 20:12:1,1181642397,255249116162976075605813253609824437782336908483199582150580946787222893978311365389981
1740708,32,32.814003,6540,22.102026,2022-10-24 20:38:5,1733859135,360686542475986713467757903282230908381271935491096944304413757808949964069210716411711
1756798,64,30.507630,6756,21.353667,2022-11-22 13:31:1,2884235147,1498744577229308049578020827020114063291293937020408492154321497727231733350884387869267470184331
1759574,25,30.617433,5956,21.427340,2022-11-27 12:33:1,12882173,3042112825427557309256066823111591820028416761063139538548330228527238039082539192573
1775520,64,30.350247,6720,21.543232,2022-12-25 14:07:2,2294496691,1443162065014738249207092469922364821149360819353484574843820857314429293635923140779124830977459
1782823,25,30.110046,5862,21.562835,2023-01-07 18:45:4,32723657,3556245123801732374994468542832420602587427067188577468286495167848352802529476825801
1785492,64,31.713806,7034,21.822811,2023-01-12 07:16:4,3462188833,2112728320896534580832291646107349786144377504421213280211952073344840238051890876496157802811169
1785545,64,30.693699,6804,21.625959,2023-01-12 10:12:2,121585871,1870096661398781740292833331667040753010338689722750620200457909019404232470242293515695410856143
1788825,32,30.144967,6002,21.629842,2023-01-18 05:00:4,1777589003,295124115676980554445366895527998618732121315861575996864151283220261793029971114187531
1792091,32,30.179564,6024,22.110517,2023-01-23 16:58:4,1067213407,486931104606638198911216610466375104745423809385435290316779389261688932485172022764127
1796887,32,30.348026,6048,22.216960,2023-02-01 00:22:2,746707511,354580673907057026265743755014786486138480337578342287302440350786031661903160983804471
1798909,25,30.505387,5930,22.087833,2023-02-04 13:18:1,18696379,2650492353434826754453329416313610290464713239580703543643492582581310919259182680251
1803431,32,31.675214,6316,22.154287,2023-02-12 07:55:0,508804057,396098071081875319892183012247724487359807593581113616269672156809160552242263270603737
1811349,64,31.214597,6922,21.804923,2023-02-26 05:40:2,1356937313,2028019775434152725438398858536933012626908049183559640118087853820515228168824598325238182262881
1812662,32,30.084026,6004,22.088301,2023-02-28 10:55:4,3922839683,472105284668587501703282354615083327612675171117403773027491592082233248954885453498499
1818603,64,30.251170,6696,21.492804,2023-03-11 03:39:1,4013451363,1348028722680587564379151653681190201821834383099253876485718719788128925030339987915958293915747
1821810,32,30.018990,5978,21.912429,2023-03-16 17:35:0,991360323,305962095660880067424161330333603618576901780283765512754951753993728289439846510294339
1826951,64,30.578037,6778,21.567306,2023-03-25 23:13:1,2924149453,1848171524094069496801981294813468979421034524068406496910857284258817526804065344608480342506189
1831755,64,30.857559,6844,21.960226,2023-04-03 12:03:0,2246482707,2106730486430100645142351248853343087588583010002307019704934293668576058040259875677869156244243
1838164,25,31.345907,6104,22.129471,2023-04-14 13:20:3,8509553,3718136263770073666583124213187492175522299629103327791178245484086927226345424541809
1839331,64,30.287143,6710,22.153663,2023-04-16 13:34:0,447975373,1645399712572235807442483748375072622773820505780250525925319196094311473983366806555778824245197
1842070,25,30.221343,5882,22.045980,2023-04-21 08:11:5,30865737,3365281983628632165562053590204843636528662459573612485062626918608192785540219074889
1842956,25,30.579952,5944,22.087573,2023-04-22 20:25:0,21914757,2607961446912621829369190917299005672458277977577310250325086678908144262247200220293
1845709,508,30.870089,16340,22.042709,2023-04-27 17:21:0,6.16731526732453e+152,75608274888095956431808743639793171038982577020859799895932883929584913994410992093969854317620927367897958814772816030999670646961940347770355673523624656278273682628514162756234569951811556372840682324077957084918151505006198953
1848892,32,30.538838,6090,22.080498,2023-05-03 04:31:5,3773740019,403851550114611253042166750605291102090156674096881299501144434549368420047918084305907
1852137,32,30.528129,6090,22.000480,2023-05-08 19:16:1,3044114623,433113555909322292407291027355556571347689480040505710365388094477384596373151912394943
1853048,25,30.132968,5864,21.967746,2023-05-10 08:32:3,8085949,3277171095125441004961582991454642482399392702314965189694035796736618148228939604413
1854308,25,30.595862,5954,22.068885,2023-05-12 11:42:1,30469169,3268495184765165091503860166647293275011260126677081811037835171221780529084166630449
1855329,64,30.080919,6672,21.990765,2023-05-14 05:59:3,1290924547,2124568734659730549108853407697833736957798586777492473530864152135043604770327355983396309430787
1862600,32,30.899443,6166,22.038180,2023-05-26 17:53:1,1652688903,460990425735615043723827003846298261452282248347877373958176938642738271664762939115527
1867058,64,30.856658,6834,21.900439,2023-06-03 10:31:2,3050623357,1533469170114090607377106866823947268385984888577936332311238253028239981196737491262851037581693
1877815,32,30.760898,6122,21.722889,2023-06-22 20:59:5,1460318861,270899630511512882052574319958608715668423010980210966183155629912879080278069900653197
1879904,32,30.706992,6112,21.795591,2023-06-26 09:18:4,2842882439,277402679863947954701394351120853696362432116727392902003190078406399163590565694730631
1885700,32,30.084771,6000,22.073502,2023-07-06 08:37:3,1530142403,411291804899923234515406864939735669445787011685285808176774587810250181593909721046723
1885768,32,30.675567,6114,22.165242,2023-07-06 11:13:0,2177966341,363060488177652965526035204749330303789522784612199158475840003206933899538029572333829
1890836,32,30.157120,6018,21.870377,2023-07-15 06:03:4,89523865,462994262720365887895990563917872603031086999235303814643219689044933253188778060023449
1902035,64,30.195684,6694,21.832930,2023-08-03 04:33:3,2068656713,1894854200125071333094610203636953855106837311211543361575119566740038054038751694637644955595337
1903762,32,30.589518,6104,21.722301,2023-08-06 02:47:3,1161426201,458670059968741645447886353727014208865299236359313203798870206158791722454194715227417
1921014,25,31.236511,6084,21.141367,2023-09-04 15:49:0,31044511,3876478422451058247630057117681691516275671831880780521927027520615303610087482438559
1946794,25,30.182118,5858,20.129887,2023-10-19 16:16:4,28287509,1956755974635645360934257200685903418793472531478548753496391466132151011184141640213
1988152,32,30.068762,5998,21.374458,2023-12-27 17:08:2,2131534559,427936546106173779855703065395900894015557697095847004538973742028491436056043026424543
1988550,32,33.896433,6750,21.351417,2023-12-28 08:41:2,1111476069,304554069512166590998125797869786801677751267673311589590621422702755448803854974437221
2005788,32,30.646799,6108,21.301433,2024-01-28 05:47:1,2417596719,359920585658641548162179818372832310723376121010431991376951468950438367644561322907951
2116841,1024,30.649830,27180,18.463530,2024-09-16 20:05:5,1.1593232832340487e+308,13444173992590042246117748013453588745466771476098319952271474344351148812969103696992020223462381545103964139634756981651483162354634075844838016459581309896202234834685746636538802789042782376623336234151914284077153362931887922870059221251178187943398445416909679262642739288453486951488303482579708137465873051242531506787542749980210278009977421877910548248893134444731933257759773
2131569,64,30.305693,6710,20.836269,2024-10-14 16:04:5,623377565,1436739802519685291532902003239829716094864502649310883240098077406739831066100020989662039899293
2132057,32,30.244001,6036,20.869401,2024-10-15 15:24:0,593372585,473247904132593239629218488631807709089407425434335408592068041820292992192681672058281
2138399,64,30.882451,6834,21.113472,2024-10-27 09:12:1,691541045,1274504593588216474827021499728741937104626737035711430310925253598530692898901890704792236856373
2138977,64,31.118702,6900,21.017108,2024-10-28 09:58:3,852603653,1980688316991220933276114476437479585078460140919062445424199440132373836522104918520346363147013
2180503,25,34.942847,6792,19.925909,2025-01-10 20:21:5,25379401,2604908023083507363018589773569032917864328172767380695170658317067811377428427915849
2189256,32,30.256819,6026,20.068039,2025-01-26 05:58:4,2194358459,312489754332884680546580140527246869740862407858240473944523121330666702976560220815547
2202695,25,30.525882,5940,20.979882,2025-02-19 03:57:3,23344187,3227882028840138225659857816213080043347830681342460662838140503479168842934352360507
2252249,32,31.167231,6214,21.092317,2025-05-16 01:32:0,329074489,387192462592751568933561344854085007859226104948509756650679455597201877491559006291769
2254594,32,31.484611,6270,20.951835,2025-05-19 22:09:3,2218504493,307280690261968987162973442130864339453956748936959205012225384589422375498712685981997
2254682,64,31.476933,6974,21.158846,2025-05-20 00:34:5,948021881,1666798125252996978618728261235012076022409433158435111362829606096770950204473195596561294404217
2264651,32,30.309305,6042,20.910391,2025-06-05 19:44:5,1209257075,375242392834381823409614479442617240070791784805967093810112754485485673789960494500979
2272003,32,31.303280,6230,21.444873,2025-06-18 02:00:3,1830083405,271382944917194056238400632146922237683354400823221181419753624379490291637731963755341
2276109,32,30.063598,5996,21.394156,2025-06-24 21:37:0,244232779,414350527069132915979620641594023571494811904699450391714083888520049995067152617353803
2276780,64,30.577984,6780,21.492821,2025-06-25 23:39:1,356519403,1973857188035912633912120326103723081676150714656145644263566895742735292852480206764158325100011
2280992,32,30.670396,6116,21.475990,2025-07-02 23:27:4,3513019787,400767600948784674868786685361044594638833344244061361838907482477716508912423954312587
2296699,64,30.218616,6686,21.673937,2025-07-29 05:02:0,2977612183,1228962490343768439645014746863967098049757948966725137622376114323269645938126365251549724852631
2304076,64,31.995285,7088,21.624657,2025-08-10 09:28:2,1962901833,1623313603556237852657147645583491671349376940524871636411165763933849261510476659283836073378121
2304414,64,31.044430,6882,21.545560,2025-08-10 23:25:1,941108733,1885348944961606242385417203595381861159839551413156355243734224936009931474493179652202703629821
2304447,32,32.004324,6384,21.543092,2025-08-11 00:41:3,3101775505,426622669312749770398813231921869124263758109313891385080967052526189600544810059519633
2317345,32,30.944376,6160,20.839993,2025-09-01 07:45:2,3274515725,284211957868423159203339081447969149696691646515194519030493111885295649584808880579853
2336682,64,30.107043,6670,21.405348,2025-10-03 01:05:5,3082844059,1639964168830946766860564434889978041415365864292728132596677097198033286549432760955386997012379
2338793,64,30.043057,6662,21.414344,2025-10-06 12:05:4,3768578497,2014237042249334577068062845802758735753829443732207166985260282861378808971007034250903561433537
2357498,25,30.697725,5972,21.065379,2025-11-06 09:12:2,1734051,3080079407042245531372060199385708245774498566091833940637469145147688958314151572899
2368003,32,30.061714,5998,20.996669,2025-11-23 18:28:2,3778420847,448425745679403152370990597949003283737794189461423589744466841344113824977234968322159
2369754,32,30.063318,5996,21.080193,2025-11-26 15:40:4,2823063871,415119680686437930905639351605821885921235569154051558766487282276227897952111178320191
2376565,25,30.025948,5844,21.085214,2025-12-07 15:45:5,11297035,3368649772821414425827384954860339689377413842098312833313223820291343661114996842763
2387668,32,30.339861,6054,20.803744,2025-12-25 17:30:1,3042655821,455924494343998317480004756772892494964532539151383821012931470510786111289835155832397
2394601,25,31.111655,6040,19.913966,2026-01-17 08:55:4,22535573,2059195217043665618499534441126199362745545189421966783524154575922106278726593928597
2404511,32,31.641942,6312,20.874644,2026-02-03 22:33:4,413387165,430489168196988914693424279475521328983405778367467849918224282303417147810926188284317
2406386,32,30.649655,6106,20.814759,2026-02-06 23:13:0,2832602551,330980153148767835232733713149933564796332145279543672882529001341855464920612783658423
2413985,25,31.618195,6140,19.990556,2026-02-20 01:02:0,4898343,2170230332861508004296762171296209222691474091873301221737766457194381738785133739559
2426984,25,30.207648,5874,20.399744,2026-03-13 23:53:1,27033863,2820517079031626878593992503269838211567282550945075421511491352042744663806343676167
2433853,25,30.670436,5970,20.897026,2026-03-25 22:06:3,20126985,3430954197707618100914291511608595408071245114943481205301261066664155409224507268361
2467402,25,30.102082,5856,20.923909,2026-05-23 11:59:2,13756435,3067583852177062867058535009272849924525035821062879533677279680793637620381520095251
2475999,64,30.230797,6702,20.270271,2026-06-07 01:40:4,4121710025,1908441037574010136567537475345214458053769299423689920434167909155688015309795858642576410955209
2493787,64,31.119360,6898,20.960409,2026-07-09 00:47:24,4085827327,1848715144877518439244343750026914998126731832654517489274543668209125269920336747416563191695103
